"Id Empenho";"CÛdigo Empenho";"CÛdigo Empenho Resumido";"Data Emiss„o";"CÛdigo Tipo Documento";"Tipo Documento";"Tipo Empenho";"EspÈcie Empenho";"CÛdigo ”rg„o Superior";"”rg„o Superior";"CÛdigo ”rg„o";"”rg„o";"CÛdigo Unidade Gestora";"Unidade Gestora";"CÛdigo Gest„o";"Gest„o";"CÛdigo Favorecido";"Favorecido";"ObservaÁ„o";"CÛdigo Esfera OrÁament·ria";"Esfera OrÁament·ria";"CÛdigo Tipo CrÈdito";"Tipo CrÈdito";"CÛdigo Grupo Fonte Recurso";"Grupo Fonte Recurso";"CÛdigo Fonte Recurso";"Fonte Recurso";"CÛdigo Unidade OrÁament·ria";"Unidade OrÁament·ria";"CÛdigo FunÁ„o";"FunÁ„o";"CÛdigo SubFunÁ„o";"SubFunÁ„o";"CÛdigo Programa";"Programa";"CÛdigo AÁ„o";"AÁ„o";"Linguagem Cidad„";"CÛdigo SubtÌtulo (Localizador)";"SubtÌtulo (Localizador)";"CÛdigo Plano OrÁament·rio";"Plano OrÁament·rio";"CÛdigo Programa Governo";"Nome Programa Governo";"Autor Emenda";"CÛdigo Categoria de Despesa";"Categoria de Despesa";"CÛdigo Grupo de Despesa";"Grupo de Despesa";"CÛdigo Modalidade de AplicaÁ„o";"Modalidade de AplicaÁ„o";"CÛdigo Elemento de Despesa";"Elemento de Despesa";"Processo";"Modalidade de LicitaÁ„o";"Inciso";"Amparo";"ReferÍncia de Dispensa ou Inexigibilidade";"CÛdigo ConvÍnio";"Contrato de Repasse / Termo de Parceria / Outros";"Valor Original do Empenho";"Valor do Empenho Convertido pra R$";"Valor Utilizado na Convers„o"
"315801421";"275068272092021NE000537";"2021NE000537";"04/01/2021";"NE";"Nota de Empenho";"Ordin·rio";"N„o se aplica";"53000";"MinistÈrio do Desenvolvimento Regional";"29214";"Companhia Brasileira de Trens Urbanos";"275068";"CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL";"27209";"COMPANHIA BRASILEIRA DE TRENS URBANOS";"12190625000142";"OPEN-TOUR VIAGENS E TURISMO LTDA";"PAGAMENTO DE FATURA DE PASSAGEM 50162/2021 - DEZ/2020";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"53209";"COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU";"15";"Urbanismo";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0000";"ADMINISTRACAO DA UNIDADE";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"33";"Passagens e Despesas com LocomoÁ„o";"-8";"ConcorrÍncia";"SI";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"0,01";"0,01";"1,0000"
"310900208";"183039182052021NE000049";"2021NE000049";"04/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"25000";"MinistÈrio da Economia";"30203";"Instituto Nacional de Metrologia, Qualidade e";"183039";"SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS";"18205";"INSTIT.NAC. DE METROL. QUALID. E TECNOLOGIA";"02558157000162";"TELEFONICA BRASIL S.A.";"SERVICO DE COMUNICACAO DE DADOS.";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"74";"TX/MUL.P/PODER DE POLICIA E MUL.PROV.PROC.JUD";"25296";"INST.NAC. METROLOGIA QUALIDADE E TEC  INMETRO";"22";"Ind˙stria";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0002";"GESTAO ADMINISTRATIVA GERAL";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"40";"ServiÁos de Tecnologia da InformaÁ„o e Comuni";"52602.002342/2019-05";"Preg„o";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"5001,00";"5001,00";"1,0000"
"314000008";"170397000012021NE000007";"2021NE000007";"04/01/2021";"NE";"Nota de Empenho";"Ordin·rio";"N„o se aplica";"25000";"MinistÈrio da Economia";"25915";"Fundo Constitucional do Distrito Federal";"170397";"FCDF - SECRETARIA DE SAUDE";"00001";"TESOURO NACIONAL";"170397";"FCDF - SECRETARIA DE SAUDE";"ATENDER DESPESAS COM PAGAMENTO DE FOLHA DE PESSOAL DA SES/DF, COMPETENCIA: DEZ/2020 - VERSAO 01 - AUXILIO FINANCEIRO A ESTUDANTES.  DIVIDA RECONHECIDA NO DODF N∫ 1, DE 04/01/2021, PG. 33 E 34. AUTORIZO DE EMPENHO SUAG/SES, DOC. N∫ 53428077.   ?";"2";"OrÁamento da Seguridade Social";"A";"INICIAL (LOA)";"-3";"Inv·lido";"53";"CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL";"73901";"FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL-FCDF";"28";"Encargos especiais";"845";"Outras transferÍncias";"0903";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"009T";"SERVICOS PUBLICOS DE SAUDE DO DISTRITO FEDERAL";"";"009T0053";"SERVICOS PUBLICOS DE SAUDE DO DISTRIT - NO DISTRITO FEDERAL";"0000";"SERVICOS PUBLICOS DE SAUDE DO DISTRITO FEDERAL";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"92";"Despesas de ExercÌcios Anteriores";"060-00547048/2020-15";"N„o se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"4203582,00";"4203582,00";"1,0000"
"313700034";"158311264132021NE000023";"2021NE000023";"04/01/2021";"NE";"Nota de Empenho";"Global";"N„o se aplica";"26000";"MinistÈrio da EducaÁ„o";"26413";"Instituto Federal do Tri‚ngulo Mineiro";"158311";"INST.FED.TRIANGULO MINEIRO/CAMPUS ITUIUTABA";"26413";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"115406";"EMPRESA BRASIL DE COMUNICACAO S.A";"PARA ATENDER DESPESA COM CONTRATAR A PRESTACAO DO SERVICO DE DISTRIBUICAO DE PUBLICIDADE LEGAL PELA EMPRESA BRASIL DE COMUNICACAO (EBC) PARA O IFTM CAMPUS ITUIUTABA NO ANO 2021. PROVISAO DE CREDITOS REF. JANEIRO/2021 - AGUARDANDO APROVACAO LOA 2021.";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"26413";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"12";"EducaÁ„o";"363";"Ensino profissional";"5012";"EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"PRONATEC";"20RL0031";"FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"91";"APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS";"39";"Outros ServiÁos de Terceiros - Pessoa JurÌdic";"23202.000553/2018-29";"InexigÌvel";"I";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"0,00";"0,00";"0,0000"
"304000019";"158311264132021NE000021";"2021NE000021";"04/01/2021";"NE";"Nota de Empenho";"Global";"N„o se aplica";"26000";"MinistÈrio da EducaÁ„o";"26413";"Instituto Federal do Tri‚ngulo Mineiro";"158311";"INST.FED.TRIANGULO MINEIRO/CAMPUS ITUIUTABA";"26413";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"14339328000141";"ATRATIVA SERVICE LTDA";"PARA ATENDER DESPESA COM CONTRATAR PESSOA JURIDICA ESPECIALIZADA PARA A PRESTACAO DE SERVICOS TERCEIRIZADOS, DE NATUREZA CONTINUA, DE LIMPEZA, CONSERVACAO, APOIO ADMINISTRATIVO E TRANSPORTE (CONDUCAO DE VEICULOS OFICIAIS DO IFTM) NO ANO 2021. IFTM CAMPUS ITUIUTABA. PROVISAO DE CREDITOS REF. JANEIRO/2021 - AGUARDANDO APROVACAO LOA 2021.";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"26413";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"12";"EducaÁ„o";"363";"Ensino profissional";"5012";"EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"PRONATEC";"20RL0031";"FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"37";"LocaÁ„o de M„o-de-Obra";"23202.001508/2018-91";"Preg„o";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"0,00";"0,00";"0,0000"
"306500008";"170479000012021NE000001";"2021NE000001";"04/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"25000";"MinistÈrio da Economia";"25000";"MinistÈrio da Economia - Unidades com vÌnculo";"170479";"CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"00001";"TESOURO NACIONAL";"170479";"CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"ATENDER DESPESAS COM DIARIAS PESSOAL CIVIL";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL";"04";"AdministraÁ„o";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0001";"FUNCIONAMENTO DO CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS (CARF)";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"14";"Di·rias - Civil";"-8";"N„o se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"200000,00";"200000,00";"1,0000"
"309500004";"170479000012021NE000002";"2021NE000002";"04/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"25000";"MinistÈrio da Economia";"25000";"MinistÈrio da Economia - Unidades com vÌnculo";"170479";"CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"00001";"TESOURO NACIONAL";"170479";"CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"ATENDER DESPESAS COM DIARIAS COLABORADOR EVENTUAL";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL";"04";"AdministraÁ„o";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0001";"FUNCIONAMENTO DO CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS (CARF)";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"36";"Outros ServiÁos de Terceiros - Pessoa FÌsica";"-8";"N„o se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"30000,00";"30000,00";"1,0000"
"306600011";"170479000012021NE000003";"2021NE000003";"04/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"25000";"MinistÈrio da Economia";"25000";"MinistÈrio da Economia - Unidades com vÌnculo";"170479";"CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"00001";"TESOURO NACIONAL";"170479";"CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"ATENDER DESPESAS COM RESSARCIMENTO DE PASSAGENS TERRESTRES E BAGAGENS";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL";"04";"AdministraÁ„o";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0001";"FUNCIONAMENTO DO CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS (CARF)";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"93";"IndenizaÁıes e RestituiÁıes";"-8";"N„o se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"10000,00";"10000,00";"1,0000"
"312600322";"164204162042021NE000014";"2021NE000014";"04/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"52000";"MinistÈrio da Defesa";"52222";"FundaÁ„o OsÛrio";"164204";"FUNDACAO OSORIO";"16204";"FUNDACAO OSORIO";"164204";"FUNDACAO OSORIO";"DESPESAS COM AUXILIO TRANSPORTE NO EXERCICIO DE 2021.";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"00";"RECURSOS ORDINARIOS";"52222";"FUNDACAO OSORIO";"05";"Defesa nacional";"301";"AtenÁ„o b·sica";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"";"212B0033";"BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO ESTADO DO RIO DE";"0003";"AUXILIO-TRANSPORTE DE CIVIS ATIVOS";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"49";"AuxÌlio-Transporte";"-8";"N„o se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"43728,00";"43728,00";"1,0000"
"312100029";"158099264132021NE000005";"2021NE000005";"04/01/2021";"NE";"Nota de Empenho";"Global";"N„o se aplica";"26000";"MinistÈrio da EducaÁ„o";"26413";"Instituto Federal do Tri‚ngulo Mineiro";"158099";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"26413";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"06981180000116";"CEMIG DISTRIBUICAO S.A";"ATENDER DESPESAS COM TAXAS DE  ILUMINACAO PUBLICA DURANTE O EXERCICIO DE 2021 *** REITORIA *** CONTRATO 20/2016. EMPENHO EMITIDO APOS LIBERACAO ORCAMENTARIAPELA SOF/MOG EM 04/01/2021.";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"26413";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"12";"EducaÁ„o";"363";"Ensino profissional";"5012";"EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"PRONATEC";"20RL0031";"FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"47";"ObrigaÁıes Tribut·rias e Contributivas";"23199.000516/2016-55";"Dispensa de LicitaÁ„o";"XXII";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"0,00";"0,00";"0,0000"
"305100046";"158311264132021NE000022";"2021NE000022";"04/01/2021";"NE";"Nota de Empenho";"Global";"N„o se aplica";"26000";"MinistÈrio da EducaÁ„o";"26413";"Instituto Federal do Tri‚ngulo Mineiro";"158311";"INST.FED.TRIANGULO MINEIRO/CAMPUS ITUIUTABA";"26413";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"05340639000130";"PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA";"PARA ATENDER DESPESA COM CONTRATACAO DE GERENCIAMENTO DE COMBUSTIVEIS PARA O IFTM CAMPUS ITUIUTABA NO ANO 2021. PROVISAO DE CREDITOS REF. JANEIRO/2021 - AGUARDANDO APROVACAO LOA 2021.";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"26413";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"12";"EducaÁ„o";"363";"Ensino profissional";"5012";"EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"PRONATEC";"20RL0031";"FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"30";"Material de Consumo";"23202.001676/2018-87";"Preg„o";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"0,00";"0,00";"0,0000"
