"Id Empenho";"CÛdigo Empenho";"CÛdigo Empenho Resumido";"Data Emiss„o";"CÛdigo Tipo Documento";"Tipo Documento";"Tipo Empenho";"EspÈcie Empenho";"CÛdigo ”rg„o Superior";"”rg„o Superior";"CÛdigo ”rg„o";"”rg„o";"CÛdigo Unidade Gestora";"Unidade Gestora";"CÛdigo Gest„o";"Gest„o";"CÛdigo Favorecido";"Favorecido";"ObservaÁ„o";"CÛdigo Esfera OrÁament·ria";"Esfera OrÁament·ria";"CÛdigo Tipo CrÈdito";"Tipo CrÈdito";"CÛdigo Grupo Fonte Recurso";"Grupo Fonte Recurso";"CÛdigo Fonte Recurso";"Fonte Recurso";"CÛdigo Unidade OrÁament·ria";"Unidade OrÁament·ria";"CÛdigo FunÁ„o";"FunÁ„o";"CÛdigo SubFunÁ„o";"SubFunÁ„o";"CÛdigo Programa";"Programa";"CÛdigo AÁ„o";"AÁ„o";"Linguagem Cidad„";"CÛdigo SubtÌtulo (Localizador)";"SubtÌtulo (Localizador)";"CÛdigo Plano OrÁament·rio";"Plano OrÁament·rio";"CÛdigo Programa Governo";"Nome Programa Governo";"Autor Emenda";"CÛdigo Categoria de Despesa";"Categoria de Despesa";"CÛdigo Grupo de Despesa";"Grupo de Despesa";"CÛdigo Modalidade de AplicaÁ„o";"Modalidade de AplicaÁ„o";"CÛdigo Elemento de Despesa";"Elemento de Despesa";"Processo";"Modalidade de LicitaÁ„o";"Inciso";"Amparo";"ReferÍncia de Dispensa ou Inexigibilidade";"CÛdigo ConvÍnio";"Contrato de Repasse / Termo de Parceria / Outros";"Valor Original do Empenho";"Valor do Empenho Convertido pra R$";"Valor Utilizado na Convers„o"
"312100015";"135298222112021NE000001";"2021NE000001";"06/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"22000";"MinistÈrio da Agricultura, Pecu·ria e Abastec";"22211";"Companhia Nacional de Abastecimento";"135298";"UA/ARCOVERDE";"22211";"COMPANHIA NACIONAL DE ABASTECIMENTO";"07774050000175";"TKS SEGURANCA PRIVADA LTDA";"PAGAMENTO REF.DESPESA COM SERVICOS DE VIGILANCIA ARMADA, PARA ASSEGURAR OS RECURSOS MATERIAIS EQUIPAMENTOS, VEICULOS E DEMAIS INSTALACOES, PERTINENTES AS DEPENDENCIAS DA UA-ARCOVERDE-PE,  - GP-SETAD-PE- N∫. 280-2020 - NFS- 23721, NO PERIODOS DE 01 A 31/11/2020. PROCESSO ADMINISTRATIVO N™. 21203.000109/2015-25 - CONTRATO N∫.041/20155 - PREGAO N∫.07/2015 - BASE DE CALCULO DO INSS: 19.523,08???";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"50";"RECURSOS N√O-FINANCEIROS DIRETAM. ARRECADADOS";"22211";"COMPANHIA NACIONAL DE ABASTECIMENTO";"20";"Agricultura";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0001";"COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"37";"LocaÁ„o de M„o-de-Obra";"GP-SETAD-PE-280/2020";"Preg„o";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"19523,08";"19523,08";"1,0000"
"306200023";"366003362102021NE000210";"2021NE000210";"06/01/2021";"NE";"Nota de Empenho";"Ordin·rio";"N„o se aplica";"36000";"MinistÈrio da Sa˙de";"36210";"Hospital Nossa Senhora da ConceiÁ„o S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"94516671000153";"CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA";"MATERIAL MEDICO HOSPITALAR";"2";"OrÁamento da Seguridade Social";"A";"INICIAL (LOA)";"-3";"Inv·lido";"53";"CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"10";"Sa˙de";"302";"AssistÍncia hospitalar e ambulatorial";"5018";"ATENCAO ESPECIALIZADA A SAUDE";"6217";"ATENCAO A SAUDE NOS SERVICOS AMBULATORIAIS E HOSPITALARES DO MINISTERIO DA SAUDE";"Hospital P˙blico do RJ";"62175027";"ATENCAO A SAUDE NOS SERVICOS AMBULATO - NO MUNICIPIO DE PORT";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"30";"Material de Consumo";"1458/20";"Dispensa de LicitaÁ„o";"XV";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"4352,00";"4352,00";"1,0000"
"304300014";"254420252012021NE000012";"2021NE000012";"06/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"36000";"MinistÈrio da Sa˙de";"36201";"FundaÁ„o Oswaldo Cruz";"254420";"FUNDACAO OSWALDO CRUZ";"25201";"FUNDACAO OSWALDO CRUZ";"17312597000102";"FUNDACAO DE PREVIDENCIA COMPLEMENTAR DO SERVIDOR PUBLIC";"FUNPRESP";"2";"OrÁamento da Seguridade Social";"A";"INICIAL (LOA)";"-3";"Inv·lido";"53";"CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL";"36201";"FUNDACAO OSWALDO CRUZ";"10";"Sa˙de";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"";"20TP0033";"ATIVOS CIVIS DA UNIAO                 - NO ESTADO DO RIO DE";"0000";"ATIVOS CIVIS DA UNIAO";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"90";"Reserva de ContingÍncia";"07";"ContribuiÁ„o a Entidades Fechadas de PrevidÍn";"-8";"N„o se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"3000000,00";"3000000,00";"1,0000"
"304200016";"135100222112021NE000006";"2021NE000006";"06/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"22000";"MinistÈrio da Agricultura, Pecu·ria e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"22211";"COMPANHIA NACIONAL DE ABASTECIMENTO";"04371364000139";"CENTRO ODONTOLOGICO CELSO SILVA SS LTDA";"VALOR QUE SE EMPENHA DESTINADO A DESPESA COM SERVICO DE EXAMES PERIODICOS AOS EMPREGADOS DA CONAB MATRIZ NO EXERCICIO DE 2021. ?GP GESAS N∫ 22279  SEI (13373261).??";"2";"OrÁamento da Seguridade Social";"A";"INICIAL (LOA)";"-3";"Inv·lido";"51";"CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS";"22211";"COMPANHIA NACIONAL DE ABASTECIMENTO";"20";"Agricultura";"301";"AtenÁ„o b·sica";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"AssistÍncia MÈdica e OdontolÛgica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0002";"EXAMES PERIODICOS - CIVIS";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"39";"Outros ServiÁos de Terceiros - Pessoa JurÌdic";"21200.001335/2020-11";"InexigÌvel";"II";"LEI 13.303 / 2016";"-2";"-1";"NAO SE APLICA";"649,44";"649,44";"1,0000"
"314300019";"366003362102021NE000277";"2021NE000277";"06/01/2021";"NE";"Nota de Empenho";"Ordin·rio";"N„o se aplica";"36000";"MinistÈrio da Sa˙de";"36210";"Hospital Nossa Senhora da ConceiÁ„o S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"06356085000121";"TECSS - TECNOLOGIA A SERVICO DA SAUDE LTDA - EPP";"MATERIAL MEDICO HOSPITALAR";"2";"OrÁamento da Seguridade Social";"A";"INICIAL (LOA)";"-3";"Inv·lido";"53";"CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"10";"Sa˙de";"302";"AssistÍncia hospitalar e ambulatorial";"5018";"ATENCAO ESPECIALIZADA A SAUDE";"6217";"ATENCAO A SAUDE NOS SERVICOS AMBULATORIAIS E HOSPITALARES DO MINISTERIO DA SAUDE";"Hospital P˙blico do RJ";"62175027";"ATENCAO A SAUDE NOS SERVICOS AMBULATO - NO MUNICIPIO DE PORT";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"30";"Material de Consumo";"1481/20";"Dispensa de LicitaÁ„o";"II";"LEI 13.303 / 2016";"-2";"-1";"NAO SE APLICA";"1850,00";"1850,00";"1,0000"
"306700023";"110101000012021NE000013";"2021NE000013";"06/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"20000";"PresidÍncia da Rep˙blica";"60000";"Gabinete da Vice-PresidÍncia da Rep˙blica";"110101";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"00001";"TESOURO NACIONAL";"01017250000105";"VOETUR TURISMO E REPRESENTACOES LTDA";"SERVICO DE AGENCIAMENTO DE VIAGENS PARA VOOS REGULARES DOMESTICOS. CONTRATO 06/2019, ORIUNDO DO PREGAO ELETRONICO 11/2018 (UASG 255000/ORGAO 36211). 1∫ TERMO ADITIVO COM VIGENCIA DE 11/11/2020 A 11/11/2021.";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"00";"RECURSOS ORDINARIOS";"60101";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"04";"AdministraÁ„o";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0000";"ADMINISTRACAO DA UNIDADE";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"39";"Outros ServiÁos de Terceiros - Pessoa JurÌdic";"00300.000017/2021-15";"Preg„o";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"0,02";"0,02";"1,0000"
"306300013";"366003362102021NE000092";"2021NE000092";"06/01/2021";"NE";"Nota de Empenho";"Ordin·rio";"N„o se aplica";"36000";"MinistÈrio da Sa˙de";"36210";"Hospital Nossa Senhora da ConceiÁ„o S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"00418282000141";"BURLANI COMERCIO DE CARNES LTDA";"GENEROS ALIMENTICIOS";"2";"OrÁamento da Seguridade Social";"A";"INICIAL (LOA)";"-3";"Inv·lido";"53";"CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"10";"Sa˙de";"301";"AtenÁ„o b·sica";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"";"212B5027";"BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO MUNICIPIO DE PORT";"0005";"AUXILIO-ALIMENTACAO DE CIVIS ATIVOS";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"30";"Material de Consumo";"695/20";"Preg„o";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"0,00";"0,00";"0,0000"
"304500034";"253002362122021NE000001";"2021NE000001";"06/01/2021";"NE";"Nota de Empenho";"Global";"N„o se aplica";"36000";"MinistÈrio da Sa˙de";"36212";"AgÍncia Nacional de Vigil‚ncia Sanit·ria";"253002";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"36212";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"05138913000192";"FORTT DO BRASIL LTDA";"RCVS21001 - ATENDER DESPESAS COM CONTRATO N∫ 01/2021, REFERENTE A SERVICOS DE MANUTENCAO DA CENTRAL TELEFONICA (3 ITENS), NO EXERCICIO DE 2021, CONFORME SEI 1264942.";"2";"OrÁamento da Seguridade Social";"A";"INICIAL (LOA)";"-3";"Inv·lido";"74";"TX/MUL.P/PODER DE POLICIA E MUL.PROV.PROC.JUD";"36212";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"10";"Sa˙de";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0002";"ANVISA SEDE";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"40";"ServiÁos de Tecnologia da InformaÁ„o e Comuni";"25351.917458/2020-01";"Preg„o";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"58113,00";"58113,00";"1,0000"
"307000018";"110001000012021NE000025";"2021NE000025";"06/01/2021";"NE";"Nota de Empenho";"Estimativo";"N„o se aplica";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"00001";"TESOURO NACIONAL";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"S. FUNDOS";"1";"OrÁamento Fiscal";"A";"INICIAL (LOA)";"-3";"Inv·lido";"00";"RECURSOS ORDINARIOS";"20101";"PRESIDENCIA DA REPUBLICA";"04";"AdministraÁ„o";"122";"AdministraÁ„o geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"AdministraÁ„o de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0000";"ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"33";"Passagens e Despesas com LocomoÁ„o";"00150.000815/2020-27";"Suprimento de Fundo";"II";"DECRETO 93.872 / 1986";"-2";"-1";"NAO SE APLICA";"4000,00";"4000,00";"1,0000"
"309900009";"366003362102021NE000314";"2021NE000314";"06/01/2021";"NE";"Nota de Empenho";"Ordin·rio";"N„o se aplica";"36000";"MinistÈrio da Sa˙de";"36210";"Hospital Nossa Senhora da ConceiÁ„o S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"10807173000170";"MEDPOA COMERCIO DE MATERIAL HOSPITALAR LTDA";"MEDICAMENTOS";"2";"OrÁamento da Seguridade Social";"A";"INICIAL (LOA)";"-3";"Inv·lido";"53";"CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"10";"Sa˙de";"302";"AssistÍncia hospitalar e ambulatorial";"5018";"ATENCAO ESPECIALIZADA A SAUDE";"6217";"ATENCAO A SAUDE NOS SERVICOS AMBULATORIAIS E HOSPITALARES DO MINISTERIO DA SAUDE";"Hospital P˙blico do RJ";"62175027";"ATENCAO A SAUDE NOS SERVICOS AMBULATO - NO MUNICIPIO DE PORT";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"NAO ATRIBUIDO";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de ContingÍncia";"30";"Material de Consumo";"189/20";"Preg„o";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"720,00";"720,00";"1,0000"
